Series Name,Match Date,Team1,Team1Runs,Team1WicketsFell,Team1ExtrasRec,Team2,Team2Runs,Team2WicketsFell,Team2ExtrasRec,Venue,Country,TossWinner,TossWinnerChoice,Match Winner,Match Result Text,MOM Player,Team1 Playing 11,Team2 Playing 11,Debut Players
Sierra Leone in Nigeria  - 2021 (2021/22),19-10-2021,Nigeria,99,10,6,Sierra Leone,100,4,11,Lagos,Nigeria,Sierra Leone,bowl,Sierra Leone,Sierra Leone won by 6 wickets (with 0 balls remaining),71199,"['70902', '110480', '103521', '71163', '103144', '71165', '102143', '103139', '103143', '110023', '100854']","['110478', '96945', '103154', '56697', '56680', '103156', '71202', '110479', '65388', '71199', '68483']","['65388', '65388', '56680', '56680', '110478', '110478', '110480', '110480', '103156', '103156', '110479', '110479', '96945', '96945', '56697', '56697', '71199', '71199', '103154', '103154', '103144', '103144', '68483', '68483', '71202', '71202']"
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),19-10-2021,Scotland,165,9,8,P.N.G.,148,10,4,Al Amarat,Oman,Scotland,bat,Scotland,Scotland won by 17 runs,48469,"['72409', '46048', '60303', '48469', '49112', '60198', '81813', '71959', '59951', '59616', '79841']","['52584', '61866', '47469', '55134', '60468', '100464', '65887', '71459', '68066', '71463', '65889']",[]
ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),19-10-2021,Rwanda,196,4,9,Seychelles,23,5,3,Kigali City,Rwanda,Rwanda,bat,Rwanda,Rwanda won by 78 runs (DLS method),102721,"['102721', '103210', '102722', '79815', '56719', '102730', '102729', '109780', '102720', '109781', '103212']","['110436', '110428', '110435', '110427', '110432', '110425', '110434', '110430', '68508', '110433', '68500']",[]
ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),19-10-2021,Swaziland,72,10,18,Uganda,76,4,18,Kigali City,Rwanda,Swaziland,bat,Uganda,Uganda won by 6 wickets (with 47 balls remaining),5454,"['103964', '110412', '65340', '110406', '110407', '56754', '103968', '110411', '103963', '110410', '103966']","['107540', '66273', '86017', '53187', '101619', '75965', '98580', '5454', '102781', '98582', '60487']","['110411', '110411']"
"ICC Men's T20 World Cup Europe Region Qualifier Denmark, Germany, Italy, Jersey in Spain - 2021 (2021/22)",19-10-2021,Germany,85,10,6,Jersey,86,6,6,Almeria,Spain,Germany,bat,Jersey,Jersey won by 4 wickets (with 17 balls remaining),99277,"['103340', '57153', '66720', '62998', '69919', '56356', '105325', '97542', '105323', '109683', '107639']","['95161', '45547', '99288', '66026', '110208', '99277', '99285', '63159', '71963', '60200', '66030']","['110208', '110208']"
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),19-10-2021,Bangladesh,153,10,11,Oman,127,9,12,Al Amarat,Oman,Bangladesh,bat,Bangladesh,Bangladesh won by 26 runs,48277,"['91277', '66691', '80875', '48277', '60030', '87075', '47352', '47986', '70884', '66808', '54674']","['87469', '53016', '110059', '68465', '88971', '104599', '96346', '96344', '45702', '61627', '87127']",[]
ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),20-10-2021,Malawi,142,2,8,Seychelles,121,10,9,Kigali City,Rwanda,Malawi,bat,Malawi,Malawi won by 21 runs,103953,"['65386', '103947', '103953', '103952', '103996', '103949', '110422', '106792', '110424', '103946', '65380']","['110436', '110428', '110435', '110427', '110425', '110432', '110430', '110434', '68508', '110433', '68500']","['110424', '110424']"
ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),20-10-2021,Swaziland,74,9,8,Ghana,75,3,16,Kigali City,Rwanda,Ghana,bowl,Ghana,Ghana won by 7 wickets (with 56 balls remaining),58544,"['103964', '110412', '65340', '110407', '103968', '110406', '103963', '110409', '68536', '110411', '110410']","['109779', '53196', '58544', '109784', '98601', '98599', '98600', '53239', '98608', '68493', '65362']","['110409', '110409']"
"ICC Men's T20 World Cup Europe Region Qualifier Denmark, Germany, Italy, Jersey in Spain - 2021 (2021/22)",20-10-2021,Italy,100,8,5,Jersey,104,2,3,Almeria,Spain,Jersey,bowl,Jersey,Jersey won by 8 wickets (with 10 balls remaining),95161,"['79855', '97381', '62809', '95156', '45359', '110446', '91759', '91743', '71921', '46924', '103313']","['95161', '71963', '99288', '66026', '99285', '63159', '99277', '60200', '66030', '99279', '106006']",[]
Sierra Leone in Nigeria  - 2021 (2021/22),20-10-2021,Nigeria,102,7,7,Sierra Leone,96,9,10,Lagos,Nigeria,,bowl,Nigeria,Nigeria won by 6 runs,102143,"['110480', '70902', '103521', '71165', '71163', '103139', '102143', '96950', '103143', '103141', '110023']","['110478', '96945', '103154', '103149', '56697', '56680', '71199', '65388', '110479', '103156', '68483']","['103149', '103149', '103141', '103141']"
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),20-10-2021,Netherlands,164,4,13,Namibia,166,4,9,Abu Dhabi,United Arab Emirates,Namibia,bowl,Namibia,Namibia won by 6 wickets (with 6 balls remaining),48777,"['71363', '49218', '47391', '58464', '101548', '61845', '93293', '45358', '48503', '55246', '97878']","['61771', '70085', '53463', '65478', '48777', '67403', '80905', '63683', '95708', '74479', '54563']",[]
ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),20-10-2021,Swaziland,128,7,5,Seychelles,130,3,17,Kigali City,Rwanda,Swaziland,bat,Seychelles,Seychelles won by 7 wickets (with 4 balls remaining),110435,"['103964', '65340', '110412', '103968', '110406', '56754', '110407', '110411', '110410', '103963', '110409']","['110428', '110436', '110434', '110435', '110427', '68500', '110433', '110432', '110426', '110425', '110437']","['110426', '110426', '110437', '110437']"
ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),,Rwanda,102,8,1,Lesotho,80,7,8,Kigali City,Rwanda,Rwanda,bat,Rwanda,Rwanda won by 22 runs,79815,"['102721', '56719', '102722', '102720', '79815', '103212', '102730', '109781', '109780', '103210', '102729']","['103936', '103941', '110413', '110418', '56698', '103938', '110415', '103935', '110417', '103937', '103201']","['110415', '110415']"
"ICC Men's T20 World Cup Europe Region Qualifier Denmark, Germany, Italy, Jersey in Spain - 2021 (2021/22)",20-10-2021,Germany,119,5,9,Denmark,107,10,8,Almeria,Spain,Denmark,bowl,Germany,Germany won by 12 runs,57153,"['57153', '105370', '66720', '69919', '62998', '56356', '105325', '97542', '105323', '109683', '107639']","['60182', '102920', '93395', '71955', '102923', '109758', '10054', '105677', '110442', '110443', '102926']","['110442', '110442']"
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),20-10-2021,Sri Lanka,171,7,8,Ireland,101,10,9,Abu Dhabi,United Arab Emirates,Ireland,bowl,Sri Lanka,Sri Lanka won by 70 runs,78239,"['93033', '52373', '52371', '78231', '78239', '56511', '61690', '70580', '67342', '101991', '78235']","['52631', '47397', '52628', '97447', '69644', '89741', '99307', '66012', '91741', '57785', '85975']",[]
ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),21-10-2021,Uganda,176,6,17,Ghana,97,10,5,Kigali City,Rwanda,Ghana,bowl,Uganda,Uganda won by 79 runs,75965,"['107540', '66273', '102780', '101619', '75965', '86027', '98580', '53187', '5454', '102781', '60487']","['109779', '53196', '65362', '58544', '98599', '109784', '53195', '98601', '98608', '53239', '68493']",[]
"ICC Men's T20 World Cup Europe Region Qualifier Denmark, Germany, Italy, Jersey in Spain - 2021 (2021/22)",21-10-2021,Italy,117,10,5,Germany,116,6,14,Almeria,Spain,Germany,bowl,Italy,Italy won by 1 run,56356,"['79855', '97381', '62809', '45359', '95156', '91759', '91743', '71921', '103313', '103314', '46924']","['57153', '105370', '66720', '69919', '97542', '62998', '56356', '105325', '105323', '109683', '107639']",[]
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),21-10-2021,Bangladesh,181,7,9,P.N.G.,97,10,5,Al Amarat,Oman,Bangladesh,bat,Bangladesh,Bangladesh won by 84 runs,48277,"['91277', '66691', '48277', '47986', '47352', '87075', '60030', '70884', '80875', '66808', '54674']","['61866', '47469', '55134', '60468', '100464', '71461', '65887', '71459', '68066', '65889', '101285']",[]
"Valletta Cup Bulgaria, Gibraltar, Malta, Switzerland in Malta - 2021 (2021/22)",21-10-2021,Malta,213,5,19,Gibraltar,152,2,18,Marsa,Malta,Malta,bat,Malta,Malta won by 61 runs,108157,"['109965', '105010', '108157', '109604', '108154', '105011', '108153', '106702', '108152', '110491', '109590']","['93957', '109868', '103308', '52278', '103389', '109871', '106746', '65832', '67922', '109870', '71669']","['109604', '109604', '65832', '65832', '110491', '110491', '52278', '52278']"
Sierra Leone in Nigeria  - 2021 (2021/22),21-10-2021,Nigeria,124,8,9,Sierra Leone,55,10,5,Lagos,Nigeria,Sierra Leone,bowl,Nigeria,Nigeria won by 69 runs,,"['96950', '110480', '103521', '71163', '70902', '71165', '102143', '92351', '103143', '110023', '103141']","['60471', '96945', '103154', '110478', '56697', '103156', '110479', '56680', '71199', '65388', '68483']","['60471', '60471']"
"ICC Men's T20 World Cup Europe Region Qualifier Denmark, Germany, Italy, Jersey in Spain - 2021 (2021/22)",21-10-2021,Denmark,130,6,14,Jersey,131,6,2,Almeria,Spain,Denmark,bat,Jersey,Jersey won by 4 wickets (with 7 balls remaining),66026,"['60182', '71955', '93395', '102920', '109758', '102186', '105677', '110442', '102926', '110443', '52604']","['95161', '110208', '99288', '66026', '106006', '99277', '63159', '71963', '60200', '99279', '63160']",[]
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),21-10-2021,Oman,122,10,4,Scotland,123,2,5,Al Amarat,Oman,Oman,bat,Scotland,Scotland won by 8 wickets (with 18 balls remaining),59951,"['87469', '53016', '110059', '45702', '68465', '104599', '96346', '103386', '61627', '87127', '68463']","['72409', '46048', '60303', '48469', '49112', '60198', '81813', '71959', '59951', '60201', '79841']",[]
ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),22-10-2021,Swaziland,77,10,13,Rwanda,79,3,5,Kigali City,Rwanda,Swaziland,bat,Rwanda,Rwanda won by 7 wickets (with 72 balls remaining),103212,"['103964', '110412', '65340', '110406', '56754', '103968', '110407', '103963', '68536', '110411', '103966']","['102721', '103210', '102722', '103212', '79815', '102720', '102729', '109780', '56719', '102726', '102730']",[]
ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),22-10-2021,Malawi,123,4,18,Lesotho,101,7,16,Kigali City,Rwanda,Lesotho,bowl,Malawi,Malawi won by 22 runs,103952,"['65386', '103947', '103953', '103946', '103952', '106792', '110422', '110421', '103949', '103996', '110423']","['103936', '103935', '103941', '56698', '103938', '110418', '110413', '110415', '110417', '103937', '103201']","['110421', '110421']"
"Valletta Cup Bulgaria, Gibraltar, Malta, Switzerland in Malta - 2021 (2021/22)",22-10-2021,Gibraltar,133,9,17,Switzerland,134,1,21,Marsa,Malta,Gibraltar,bat,Switzerland,Switzerland won by 9 wickets (with 32 balls remaining),110503,"['93957', '109868', '52278', '103308', '103389', '109870', '106746', '65832', '109871', '67922', '71669']","['110503', '110496', '110501', '63017', '110500', '101880', '110502', '63025', '110494', '110493', '110495']","['101880', '101880', '63025', '63025', '110501', '110501', '63017', '63017', '110502', '110502', '110500', '110500', '110496', '110496', '110493', '110493', '110494', '110494', '110503', '110503', '110495', '110495']"
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),22-10-2021,Ireland,125,8,4,Namibia,126,2,6,Sharjah,United Arab Emirates,Ireland,bat,Namibia,Namibia won by 8 wickets (with 9 balls remaining),48777,"['52631', '47397', '52628', '97447', '69644', '89741', '99307', '66012', '91741', '57785', '85975']","['53463', '70085', '65478', '48777', '80905', '67403', '63683', '53164', '95708', '74479', '54563']",[]
ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),22-10-2021,Malawi,139,2,25,Rwanda,115,10,16,Kigali City,Rwanda,Malawi,bat,Malawi,Malawi won by 24 runs,103953,"['103947', '103946', '103953', '103949', '103996', '106792', '110420', '110421', '103952', '110422', '65380']","['102721', '103222', '102722', '79815', '102730', '102720', '102727', '103212', '102726', '109780', '109781']",[]
ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),22-10-2021,Uganda,164,5,3,Seychelles,69,9,9,Kigali City,Rwanda,Uganda,bat,Uganda,Uganda won by 95 runs,75965,"['107540', '66273', '102780', '86017', '75965', '86027', '53187', '98580', '5454', '98578', '98582']","['110428', '110436', '110435', '110427', '110425', '110432', '110429', '68508', '110433', '110426', '68500']","['110429', '110429']"
"Valletta Cup Bulgaria, Gibraltar, Malta, Switzerland in Malta - 2021 (2021/22)",22-10-2021,Bulgaria,81,10,12,Switzerland,82,2,12,Marsa,Malta,Bulgaria,bat,Switzerland,Switzerland won by 8 wickets (with 84 balls remaining),110497,"['106669', '108160', '108163', '109956', '65214', '108161', '65212', '109541', '108164', '110487', '110517']","['63017', '110502', '110494', '63025', '110501', '101880', '110500', '110496', '110493', '110497', '110503']","['110487', '110487', '110517', '110517', '110497', '110497']"
"Valletta Cup Bulgaria, Gibraltar, Malta, Switzerland in Malta - 2021 (2021/22)",24-10-2021,Gibraltar,177,9,10,Bulgaria,178,4,13,Marsa,Malta,Gibraltar,bat,Bulgaria,Bulgaria won by 6 wickets (with 0 balls remaining),106669,"['93957', '109868', '103308', '52278', '103389', '106746', '109870', '109871', '67922', '71669', '109869']","['108160', '108163', '106669', '65214', '109956', '108161', '110487', '65212', '109541', '108164', '110517']",[]
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),22-10-2021,Netherlands,44,10,6,Sri Lanka,45,2,4,Sharjah,United Arab Emirates,Sri Lanka,bowl,Sri Lanka,Sri Lanka won by 8 wickets (with 77 balls remaining),78235,"['49218', '71363', '63105', '58464', '93293', '101548', '47391', '48503', '97878', '69468', '56854']","['93033', '52373', '78229', '78231', '56511', '61690', '70580', '78239', '67342', '101991', '78235']",[]
"Valletta Cup Bulgaria, Gibraltar, Malta, Switzerland in Malta - 2021 (2021/22)",22-10-2021,Gibraltar,217,4,20,Bulgaria,180,5,12,Marsa,Malta,Bulgaria,bowl,Gibraltar,Gibraltar won by 37 runs,93957,"['93957', '109868', '52278', '103389', '106746', '103308', '109870', '71669', '67922', '5555', '109871']","['106669', '65214', '108160', '108163', '109956', '108161', '109541', '65212', '110487', '108164', '110517']","['5555', '5555']"
"ICC Men's T20 World Cup Asia A Qualifier Bahrain, Kuwait, Maldives, Qatar, Saudi Arabia in Qatar - 2021 (2021/22)",23-10-2021,Qatar,133,5,8,Bahrain,134,2,2,Doha,Qatar,Bahrain,bowl,Bahrain,Bahrain won by 8 wickets (with 41 balls remaining),107577,"['58893', '53759', '61074', '64321', '97108', '53761', '52955', '110507', '102164', '94895', '105864']","['107577', '104518', '97082', '110505', '107553', '102171', '97086', '107552', '102166', '67427', '104517']","['58893', '110505', '110505', '110507', '110507', '102171', '102171']"
Sierra Leone in Nigeria  - 2021 (2021/22),23-10-2021,Sierra Leone,84,5,15,Nigeria,85,1,5,Lagos,Nigeria,Sierra Leone,bat,Nigeria,Nigeria won by 9 wickets (with 25 balls remaining),,"['110478', '96945', '103154', '56697', '71199', '56680', '65388', '103156', '71202', '110479', '68483']","['103144', '110480', '103521', '71163', '92351', '103143', '102143', '71165', '103141', '70902', '110023']",[]
"Valletta Cup Bulgaria, Gibraltar, Malta, Switzerland in Malta - 2021 (2021/22)",23-10-2021,Switzerland,150,9,17,Malta,142,9,20,Marsa,Malta,Switzerland,bat,Switzerland,Switzerland won by 8 runs,,"['110503', '110496', '110501', '63017', '110502', '110498', '110494', '63025', '110495', '110500', '110497']","['109965', '105010', '108157', '108153', '108154', '109604', '108152', '105011', '109590', '106702', '110491']","['110498', '110498']"
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),23-10-2021,South Africa,118,9,6,Australia,121,5,4,Abu Dhabi,United Arab Emirates,Australia,bowl,Australia,Australia won by 5 wickets (with 2 balls remaining),51367,"['58190', '58406', '55398', '70277', '61634', '53891', '54430', '50309', '67296', '63651', '58408']","['48739', '35812', '50771', '50281', '54222', '54212', '49024', '64244', '53330', '58435', '51367']",[]
"ICC Men's T20 World Cup Asia A Qualifier Bahrain, Kuwait, Maldives, Qatar, Saudi Arabia in Qatar - 2021 (2021/22)",23-10-2021,Maldives,98,9,18,Saudi Arabia,101,3,5,Doha,Qatar,Maldives,bat,Saudi Arabia,Saudi Arabia won by 7 wickets (with 29 balls remaining),,"['102139', '59032', '76725', '65714', '65740', '105732', '67351', '102174', '76721', '65734', '58976']","['102163', '79323', '59737', '97110', '104525', '110512', '110513', '110514', '70981', '107569', '70987']","['110512', '110512', '70981', '70981', '97110', '97110', '110513', '110513', '110514', '110514']"
"Valletta Cup Bulgaria, Gibraltar, Malta, Switzerland in Malta - 2021 (2021/22)",23-10-2021,Bulgaria,150,6,11,Malta,153,4,16,Marsa,Malta,Bulgaria,bat,Malta,Malta won by 6 wickets (with 18 balls remaining),,"['106669', '108160', '65214', '108163', '109956', '108161', '109541', '110487', '108164', '65212', '110517']","['109965', '105010', '108157', '108154', '110490', '109604', '108152', '106702', '108153', '110489', '109590']","['110490', '110490', '110489', '110489']"
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),23-10-2021,West Indies,55,10,3,England,56,4,1,Dubai,United Arab Emirates,England,bowl,England,England won by 6 wickets (with 70 balls remaining),46597,"['45256', '61413', '7568', '72393', '45257', '70405', '49040', '51012', '66259', '83915', '45258']","['52290', '53271', '52161', '46597', '59832', '47055', '49309', '49496', '51421', '49427', '62490']",[]
"ICC Men's T20 World Cup Asia A Qualifier Bahrain, Kuwait, Maldives, Qatar, Saudi Arabia in Qatar - 2021 (2021/22)",24-10-2021,Bahrain,124,8,6,Kuwait,129,4,8,Doha,Qatar,Kuwait,bowl,Kuwait,Kuwait won by 6 wickets (with 51 balls remaining),,"['107577', '104518', '97082', '110505', '97086', '102165', '67427', '104517', '107552', '102166', '107553']","['61175', '107566', '53040', '104173', '79361', '110504', '57351', '105981', '105796', '105982', '107575']","['110504', '110504']"
Inter-Insular T20 Series  - 2022 (2022),21-05-2022,Jersey,168,6,11,Guernsey,108,8,3,Castel,Guernsey,Guernsey,bowl,Jersey,Jersey won by 60 runs,95161,"['95161', '105125', '106006', '66026', '99285', '110208', '63159', '71963', '60200', '99279', '66030']","['60316', '63151', '66011', '63116', '84565', '52727', '93371', '63115', '59816', '67429', '102978']",[]
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),24-10-2021,Bangladesh,171,4,9,Sri Lanka,172,5,7,Sharjah,United Arab Emirates,Sri Lanka,bowl,Sri Lanka,Sri Lanka won by 5 wickets (with 7 balls remaining),78229,"['91277', '66691', '48277', '47986', '87075', '47352', '60030', '80875', '70884', '56825', '54674']","['52373', '93033', '78229', '78231', '78239', '56511', '61690', '70580', '67342', '78235', '70894']",[]
"ICC Men's T20 World Cup Asia A Qualifier Bahrain, Kuwait, Maldives, Qatar, Saudi Arabia in Qatar - 2021 (2021/22)",24-10-2021,Qatar,154,6,11,Maldives,56,10,2,Doha,Qatar,Maldives,bowl,Qatar,Qatar won by 98 runs,64321,"['58893', '53759', '64321', '97108', '61074', '53761', '52955', '110507', '102164', '94895', '105864']","['102139', '59032', '76725', '65740', '65714', '62005', '67351', '76721', '58976', '102174', '70683']",[]
"Valletta Cup Bulgaria, Gibraltar, Malta, Switzerland in Malta - 2021 (2021/22)",24-10-2021,Malta,176,7,17,Switzerland,170,8,14,Marsa,Malta,Malta,bat,Malta,Malta won by 6 runs,108154,"['109965', '105010', '108157', '110490', '108154', '108153', '109604', '109590', '105011', '108152', '106702']","['110503', '110496', '110494', '110501', '63017', '110502', '63025', '110500', '110497', '101880', '110493']",[]
Sierra Leone in Nigeria  - 2021 (2021/22),24-10-2021,Nigeria,90,10,5,Sierra Leone,71,10,5,Lagos,Nigeria,Nigeria,bat,Nigeria,Nigeria won by 19 runs,,"['103144', '110480', '103521', '92351', '71165', '70902', '71163', '102143', '103139', '103143', '103141']","['60471', '56680', '71199', '96945', '103156', '110479', '103154', '56697', '65388', '68483', '71202']",[]
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),24-10-2021,India,151,7,12,Pakistan,152,0,5,Dubai,United Arab Emirates,Pakistan,bowl,Pakistan,Pakistan won by 10 wickets (with 13 balls remaining),95855,"['60530', '48405', '49752', '61990', '86165', '49247', '70633', '54282', '63646', '70640', '98673']","['54018', '56880', '65101', '19647', '8270', '64412', '84937', '48982', '72719', '103878', '95855']",[]
"ICC Men's T20 World Cup Asia A Qualifier Bahrain, Kuwait, Maldives, Qatar, Saudi Arabia in Qatar - 2021 (2021/22)",25-10-2021,Kuwait,146,8,6,Saudi Arabia,149,6,10,Doha,Qatar,Saudi Arabia,bowl,Saudi Arabia,Saudi Arabia won by 4 wickets (with 6 balls remaining),102163,"['61175', '107566', '53040', '57351', '104173', '79361', '105796', '110504', '105982', '107575', '104519']","['102163', '79323', '59737', '110518', '97110', '104525', '110514', '70981', '70987', '110513', '107569']","['110518', '110518']"
Gibraltar in Malta  - 2021 (2021/22),25-10-2021,Malta,145,10,15,Gibraltar,57,2,6,Marsa,Malta,Gibraltar,bowl,,Match tied (DLS method),,"['105010', '108156', '106699', '109965', '108153', '108154', '65606', '109604', '109590', '106702', '110488']","['93957', '109868', '103308', '52737', '109871', '106746', '71669', '65832', '67922', '109870', '109869']","['110488', '110488', '52737', '52737']"
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),25-10-2021,Afghanistan,190,4,8,Scotland,60,10,5,Sharjah,United Arab Emirates,Afghanistan,bat,Afghanistan,Afghanistan won by 130 runs,90165,"['79157', '60436', '90143', '65861', '46888', '53809', '57022', '79163', '79159', '79151', '90165']","['72409', '46048', '49112', '48469', '60303', '60198', '81813', '71959', '59951', '60201', '79841']",[]
Sierra Leone in Nigeria  - 2021 (2021/22),26-10-2021,Nigeria,134,8,18,Sierra Leone,98,9,13,Lagos,Nigeria,Nigeria,bat,Nigeria,Nigeria won by 36 runs,103139,"['58548', '110480', '70902', '71163', '103521', '71165', '102143', '103139', '92351', '103143', '110304']","['65388', '96945', '103154', '56697', '110478', '110479', '103151', '71199', '103156', '68483', '71202']","['103151', '103151', '110304', '110304', '58548', '58548']"
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),26-10-2021,West Indies,143,8,7,South Africa,144,2,9,Dubai,United Arab Emirates,South Africa,bowl,South Africa,South Africa won by 8 wickets (with 10 balls remaining),63651,"['45256', '61413', '70405', '7568', '49040', '51012', '72393', '45257', '61941', '66259', '45258']","['58190', '50416', '55398', '70277', '53891', '61634', '54430', '67296', '50309', '63651', '58408']",[]
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),26-10-2021,New Zealand,134,8,8,Pakistan,135,5,7,Sharjah,United Arab Emirates,Pakistan,bowl,Pakistan,Pakistan won by 5 wickets (with 8 balls remaining),103878,"['48927', '58772', '51088', '57196', '58403', '80639', '70695', '64864', '67586', '49108', '51092']","['54018', '56880', '65101', '19647', '8270', '48982', '64412', '84937', '72719', '103878', '95855']",[]
"ICC Men's T20 World Cup Asia A Qualifier Bahrain, Kuwait, Maldives, Qatar, Saudi Arabia in Qatar - 2021 (2021/22)",27-10-2021,Maldives,88,9,5,Bahrain,93,3,1,Doha,Qatar,Bahrain,bowl,Bahrain,Bahrain won by 7 wickets (with 78 balls remaining),,"['102139', '59032', '76725', '65714', '67351', '65740', '105732', '58976', '76721', '102174', '70683']","['107577', '104518', '104517', '107552', '67427', '97082', '110505', '102167', '97086', '102166', '102171']","['102167', '102167']"
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),27-10-2021,Bangladesh,124,9,7,England,126,2,11,Abu Dhabi,United Arab Emirates,Bangladesh,bat,England,England won by 8 wickets (with 35 balls remaining),52290,"['66691', '91277', '48277', '47986', '47352', '87075', '60030', '80875', '56825', '54674', '91235']","['52290', '53271', '49309', '52161', '47055', '59832', '46597', '49496', '51421', '49427', '62490']",[]
"ICC Men's T20 World Cup Asia A Qualifier Bahrain, Kuwait, Maldives, Qatar, Saudi Arabia in Qatar - 2021 (2021/22)",27-10-2021,Saudi Arabia,130,9,10,Qatar,134,5,11,Doha,Qatar,Qatar,bowl,Qatar,Qatar won by 5 wickets (with 2 balls remaining),61074,"['102163', '79323', '59737', '110518', '97110', '70981', '104525', '110514', '70987', '110513', '107569']","['58893', '53759', '64321', '61074', '97108', '53761', '110507', '102164', '105864', '94895', '52955']",[]
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),27-10-2021,Scotland,109,8,9,Namibia,115,6,11,Abu Dhabi,United Arab Emirates,Namibia,bowl,Namibia,Namibia won by 4 wickets (with 5 balls remaining),74479,"['72409', '60303', '49112', '48469', '60202', '60198', '81813', '71959', '59951', '60201', '79841']","['53463', '80905', '70085', '65478', '48777', '67403', '63683', '53164', '95708', '74479', '54563']",[]
"ICC Men's T20 World Cup Asia A Qualifier Bahrain, Kuwait, Maldives, Qatar, Saudi Arabia in Qatar - 2021 (2021/22)",28-10-2021,Maldives,103,10,6,Kuwait,107,5,8,Doha,Qatar,Kuwait,bowl,Kuwait,Kuwait won by 5 wickets (with 48 balls remaining),110504,"['102139', '65740', '76725', '59032', '65714', '67351', '58976', '105732', '76721', '65734', '102174']","['61175', '110504', '53040', '97104', '105796', '79361', '104173', '57351', '105982', '71061', '105981']",[]
"ICC Men's T20 World Cup Asia A Qualifier Bahrain, Kuwait, Maldives, Qatar, Saudi Arabia in Qatar - 2021 (2021/22)",28-10-2021,Bahrain,179,9,12,Saudi Arabia,161,6,8,Doha,Qatar,Saudi Arabia,bowl,Bahrain,Bahrain won by 18 runs,104518,"['107577', '104518', '97086', '104517', '102165', '67427', '107552', '110505', '102166', '102167', '102171']","['102163', '79323', '97110', '59737', '110518', '104525', '70981', '110514', '70987', '110513', '107569']",[]
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),28-10-2021,Sri Lanka,154,6,15,Australia,155,3,4,Dubai,United Arab Emirates,Australia,bowl,Australia,Australia won by 7 wickets (with 18 balls remaining),58435,"['93033', '52373', '78229', '78231', '56511', '78239', '61690', '70580', '67342', '78235', '101991']","['48739', '35812', '54222', '50281', '54212', '50771', '49024', '64244', '53330', '58435', '51367']",[]
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),29-10-2021,West Indies,142,7,14,Bangladesh,139,5,11,Sharjah,United Arab Emirates,Bangladesh,bowl,West Indies,West Indies won by 3 runs,70405,"['7568', '61413', '59349', '72393', '49040', '51012', '70405', '45257', '59339', '66259', '45258']","['91277', '48277', '66691', '61619', '47986', '47352', '87075', '80875', '91235', '66808', '54674']",['59349']
"ICC Men's T20 World Cup Asia A Qualifier Bahrain, Kuwait, Maldives, Qatar, Saudi Arabia in Qatar - 2021 (2021/22)",29-10-2021,Kuwait,126,9,10,Qatar,127,8,6,Doha,Qatar,Kuwait,bat,Qatar,Qatar won by 2 wickets (with 49 balls remaining),105864,"['61175', '110504', '53040', '107566', '104173', '57351', '97104', '105796', '79361', '71061', '105982']","['58893', '53759', '64321', '61074', '97108', '110507', '53761', '52955', '102164', '94895', '105864']",[]
